integration_row_key	code	tension_kind	v2_register	v2_label_withdrawn	why_not_an_established_contradiction	what_would_settle_it	a_state	c_arm_link_state	c_registry_type_statement_assumption	c_source_join_verification	c_contested_flags	c_sole_arm_multi_results_group_flag	c_leaf_claim_verification	c_leaf_claim_verification_before_downgrade	c_group_text_comparator_wording_unverified	resolution	source_pointer
NCT01256359|OM3|OG001	UNRESOLVED_EVIDENCE_TENSION:C_CONTESTED:PLACEBO_OR_NOINT_GROUP_TEXT_VS_NON_COMPARATOR_BOUND_TYPE	EVIDENCE	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	A contested flag opposes a token- or text-derived reading (group-title wording, a leaf claim) to a registry field. That is an inference against a source statement, not two source assertions about one object. v3 further downgrades the leaf claims and records the group description as a transformed excerpt rather than verbatim, and marks group-text comparator wording unverified. The blanket promotion of any contested flag to a contradiction is withdrawn; every flag is retained verbatim.	WHAT_WOULD_SETTLE_IT: verbatim source text plus a registry-side statement of the same arm/comparator fact, so that two source assertions could be compared directly.	NOT_REFUTED_BY_THIS_COMPONENT	LABEL_MATCH	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	PLACEBO_OR_NOINT_GROUP_TEXT_VS_NON_COMPARATOR_BOUND_TYPE	NO			GROUP_TEXT_PLACEBO_OR_SHAM_WORDING	RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01256359] :: outcomeMeasures[3] :: groups[OG001]
NCT01256359|OM46|OG001	UNRESOLVED_EVIDENCE_TENSION:C_CONTESTED:PLACEBO_OR_NOINT_GROUP_TEXT_VS_NON_COMPARATOR_BOUND_TYPE	EVIDENCE	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	A contested flag opposes a token- or text-derived reading (group-title wording, a leaf claim) to a registry field. That is an inference against a source statement, not two source assertions about one object. v3 further downgrades the leaf claims and records the group description as a transformed excerpt rather than verbatim, and marks group-text comparator wording unverified. The blanket promotion of any contested flag to a contradiction is withdrawn; every flag is retained verbatim.	WHAT_WOULD_SETTLE_IT: verbatim source text plus a registry-side statement of the same arm/comparator fact, so that two source assertions could be compared directly.	NOT_REFUTED_BY_THIS_COMPONENT	LABEL_MATCH	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	PLACEBO_OR_NOINT_GROUP_TEXT_VS_NON_COMPARATOR_BOUND_TYPE	NO			GROUP_TEXT_PLACEBO_OR_SHAM_WORDING	RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01256359] :: outcomeMeasures[46] :: groups[OG001]
NCT01256359|OM50|OG001	UNRESOLVED_EVIDENCE_TENSION:C_CONTESTED:PLACEBO_OR_NOINT_GROUP_TEXT_VS_NON_COMPARATOR_BOUND_TYPE	EVIDENCE	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	A contested flag opposes a token- or text-derived reading (group-title wording, a leaf claim) to a registry field. That is an inference against a source statement, not two source assertions about one object. v3 further downgrades the leaf claims and records the group description as a transformed excerpt rather than verbatim, and marks group-text comparator wording unverified. The blanket promotion of any contested flag to a contradiction is withdrawn; every flag is retained verbatim.	WHAT_WOULD_SETTLE_IT: verbatim source text plus a registry-side statement of the same arm/comparator fact, so that two source assertions could be compared directly.	NOT_REFUTED_BY_THIS_COMPONENT	LABEL_MATCH	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	PLACEBO_OR_NOINT_GROUP_TEXT_VS_NON_COMPARATOR_BOUND_TYPE	NO			GROUP_TEXT_PLACEBO_OR_SHAM_WORDING	RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01256359] :: outcomeMeasures[50] :: groups[OG001]
NCT01296932|OM4|OG000	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG000]
NCT01296932|OM4|OG001	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001]
NCT01296932|OM4|OG002	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002]
NCT01296932|OM4|OG003	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG003]
NCT01296932|OM4|OG004	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG004]
NCT01296932|OM4|OG005	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG005]
NCT01296932|OM4|OG006	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG006]
NCT01296932|OM4|OG007	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG007]
NCT01296932|OM4|OG008	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG008]
NCT01325207|OM1|OG000	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	NOT_REFUTED_BY_THIS_COMPONENT	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01325207] :: outcomeMeasures[1] :: groups[OG000]
NCT01325207|OM1|OG001	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	NOT_REFUTED_BY_THIS_COMPONENT	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01325207] :: outcomeMeasures[1] :: groups[OG001]
NCT01403948|OM3|OG000	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG000]
NCT01403948|OM3|OG001	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG001]
NCT01403948|OM3|OG002	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG002]
NCT01403948|OM3|OG003	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG003]
NCT01403948|OM3|OG004	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG004]
NCT01403948|OM3|OG005	UNRESOLVED_MAPPING_TENSION:SOLE_REGISTERED_ARM_VS_MULTIPLE_RESULTS_GROUPS	MAPPING	CONTRADICTIONS-genuine.tsv (INTEGRATION2)	GENUINE_CONTRADICTION__RETAINED	One registered arm in the arms module; several results groups in one outcome measure. These are two different modules at two different grains. They are mutually exclusive only if each results group must be a registered arm -- the very correspondence C2 v3 marks UNPROVED (registry_type_statement_assumption) on a registry join it marks NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE on all 552 rows. Under a reporting-group reading both statements stand, so this is an unresolved mapping tension, not an established contradiction.	WHAT_WOULD_SETTLE_IT: a source statement binding results groups to registered arms for this record -- the registry join fields absent from this cache.	UNSUITABLE_FOR_PROPORTION	PROPOSED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE		YES	RETAINED_UNVERIFIED_WITH_LOCATOR			RETAINED_UNRESOLVED__FLAG_PRESERVED__NO_FIELD_IS_DECLARED_WRONG__NOT_COUNTED_AS_A_CONTRADICTION	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG005]
