row_key	record_type	payload_file	nct_id	outcome_measure_index	outcome_measure_title	group_id	group_title	n_classes_in_om	class_index	class_title	category_index	category_title	category_count	denom_units	reported_denominator_participants	class_category_sum	contributing_classes_category_sum	residual_denominator_minus_sum	producer_cells_CRPRSDPD	producer_evaluable_n	producer_dropped_participants	producer_overwrite_scope	producer_conflicting	corrected_reading	recoverability	note
R002	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG003	Phase 1b Dose Escalation: CPI-1205 800mg TID +Abi/Pred	1	0	<untitled>	3	PD	1	Participants	11	11	11	0	CR=0;PR=0;SD=7;PD=1	8		none	False		RECOVERABLE	kept
R002	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG003	Phase 1b Dose Escalation: CPI-1205 800mg TID +Abi/Pred	1	0	<untitled>	4	Not evaluable, unknown, or missing	3	Participants	11	11	11	0	CR=0;PR=0;SD=7;PD=1	8		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R003	CLASS	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG004	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	1	0	<untitled>				Participants	25	25	25	0	CR=0;PR=2;SD=10;PD=10	22	3	none	False	CR=0; PR=2; SD=10; PD=10; Not evaluable, unknown, or missing=3	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R003	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG004	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	1	0	<untitled>	0	CR	0	Participants	25	25	25	0	CR=0;PR=2;SD=10;PD=10	22		none	False		RECOVERABLE	kept
R003	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG004	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	1	0	<untitled>	1	PR	2	Participants	25	25	25	0	CR=0;PR=2;SD=10;PD=10	22		none	False		RECOVERABLE	kept
R003	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG004	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	1	0	<untitled>	2	SD	10	Participants	25	25	25	0	CR=0;PR=2;SD=10;PD=10	22		none	False		RECOVERABLE	kept
R003	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG004	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	1	0	<untitled>	3	PD	10	Participants	25	25	25	0	CR=0;PR=2;SD=10;PD=10	22		none	False		RECOVERABLE	kept
R003	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG004	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	1	0	<untitled>	4	Not evaluable, unknown, or missing	3	Participants	25	25	25	0	CR=0;PR=2;SD=10;PD=10	22		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R004	CLASS	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG005	Phase 2 Randomized Enza Contro	1	0	<untitled>				Participants	35	35	35	0	CR=0;PR=2;SD=23;PD=9	34	1	none	False	CR=0; PR=2; SD=23; PD=9; Not evaluable, unknown, or missing=1	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R004	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG005	Phase 2 Randomized Enza Contro	1	0	<untitled>	0	CR	0	Participants	35	35	35	0	CR=0;PR=2;SD=23;PD=9	34		none	False		RECOVERABLE	kept
R004	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG005	Phase 2 Randomized Enza Contro	1	0	<untitled>	1	PR	2	Participants	35	35	35	0	CR=0;PR=2;SD=23;PD=9	34		none	False		RECOVERABLE	kept
R004	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG005	Phase 2 Randomized Enza Contro	1	0	<untitled>	2	SD	23	Participants	35	35	35	0	CR=0;PR=2;SD=23;PD=9	34		none	False		RECOVERABLE	kept
R004	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG005	Phase 2 Randomized Enza Contro	1	0	<untitled>	3	PD	9	Participants	35	35	35	0	CR=0;PR=2;SD=23;PD=9	34		none	False		RECOVERABLE	kept
R004	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG005	Phase 2 Randomized Enza Contro	1	0	<untitled>	4	Not evaluable, unknown, or missing	1	Participants	35	35	35	0	CR=0;PR=2;SD=23;PD=9	34		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R005	CLASS	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG006	Phase 2 Randomized Combination With Enza	1	0	<untitled>				Participants	38	38	38	0	CR=0;PR=3;SD=24;PD=7	34	4	none	False	CR=0; PR=3; SD=24; PD=7; Not evaluable, unknown, or missing=4	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R005	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG006	Phase 2 Randomized Combination With Enza	1	0	<untitled>	0	CR	0	Participants	38	38	38	0	CR=0;PR=3;SD=24;PD=7	34		none	False		RECOVERABLE	kept
R005	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG006	Phase 2 Randomized Combination With Enza	1	0	<untitled>	1	PR	3	Participants	38	38	38	0	CR=0;PR=3;SD=24;PD=7	34		none	False		RECOVERABLE	kept
R005	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG006	Phase 2 Randomized Combination With Enza	1	0	<untitled>	2	SD	24	Participants	38	38	38	0	CR=0;PR=3;SD=24;PD=7	34		none	False		RECOVERABLE	kept
R005	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG006	Phase 2 Randomized Combination With Enza	1	0	<untitled>	3	PD	7	Participants	38	38	38	0	CR=0;PR=3;SD=24;PD=7	34		none	False		RECOVERABLE	kept
R005	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG006	Phase 2 Randomized Combination With Enza	1	0	<untitled>	4	Not evaluable, unknown, or missing	4	Participants	38	38	38	0	CR=0;PR=3;SD=24;PD=7	34		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R006	CLASS	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG007	Phase 2 Randomized Crossover Period	1	0	<untitled>				Participants	12	12	12	0	CR=0;PR=0;SD=5;PD=0	5	7	none	False	CR=0; PR=0; SD=5; PD=0; Not evaluable, unknown, or missing=7	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R006	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG007	Phase 2 Randomized Crossover Period	1	0	<untitled>	0	CR	0	Participants	12	12	12	0	CR=0;PR=0;SD=5;PD=0	5		none	False		RECOVERABLE	kept
R006	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG007	Phase 2 Randomized Crossover Period	1	0	<untitled>	1	PR	0	Participants	12	12	12	0	CR=0;PR=0;SD=5;PD=0	5		none	False		RECOVERABLE	kept
R006	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG007	Phase 2 Randomized Crossover Period	1	0	<untitled>	2	SD	5	Participants	12	12	12	0	CR=0;PR=0;SD=5;PD=0	5		none	False		RECOVERABLE	kept
R006	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG007	Phase 2 Randomized Crossover Period	1	0	<untitled>	3	PD	0	Participants	12	12	12	0	CR=0;PR=0;SD=5;PD=0	5		none	False		RECOVERABLE	kept
R006	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG007	Phase 2 Randomized Crossover Period	1	0	<untitled>	4	Not evaluable, unknown, or missing	7	Participants	12	12	12	0	CR=0;PR=0;SD=5;PD=0	5		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R007	CLASS	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG008	Phase 2 Single Arm CPI-1205 +Abi/Pred	1	0	<untitled>				Participants	28	28	28	0	CR=0;PR=0;SD=21;PD=5	26	2	none	False	CR=0; PR=0; SD=21; PD=5; Not evaluable, unknown, or missing=2	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R007	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG008	Phase 2 Single Arm CPI-1205 +Abi/Pred	1	0	<untitled>	0	CR	0	Participants	28	28	28	0	CR=0;PR=0;SD=21;PD=5	26		none	False		RECOVERABLE	kept
R007	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG008	Phase 2 Single Arm CPI-1205 +Abi/Pred	1	0	<untitled>	1	PR	0	Participants	28	28	28	0	CR=0;PR=0;SD=21;PD=5	26		none	False		RECOVERABLE	kept
R007	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG008	Phase 2 Single Arm CPI-1205 +Abi/Pred	1	0	<untitled>	2	SD	21	Participants	28	28	28	0	CR=0;PR=0;SD=21;PD=5	26		none	False		RECOVERABLE	kept
R007	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG008	Phase 2 Single Arm CPI-1205 +Abi/Pred	1	0	<untitled>	3	PD	5	Participants	28	28	28	0	CR=0;PR=0;SD=21;PD=5	26		none	False		RECOVERABLE	kept
R007	CATEGORY	ctg_results_bor_2014_2017.txt	NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG008	Phase 2 Single Arm CPI-1205 +Abi/Pred	1	0	<untitled>	4	Not evaluable, unknown, or missing	2	Participants	28	28	28	0	CR=0;PR=0;SD=21;PD=5	26		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R008	CLASS	ctg_results_bor_2018_2021.txt	NCT03679754	10	Tumor Objective Response Rate (ORR)	OG000	Ad-RTS-hIL-12 + Veledimex	1	0	<untitled>				Participants	36	36	36	0	CR=1;PR=1;SD=27;PD=6	35	1	none	False	Complete Response=1; Partial Response=1; Stable Disease=27; Progressive Disease=6; Not Evaluable=0; No Response=1; Missing=0	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R008	CATEGORY	ctg_results_bor_2018_2021.txt	NCT03679754	10	Tumor Objective Response Rate (ORR)	OG000	Ad-RTS-hIL-12 + Veledimex	1	0	<untitled>	0	Complete Response	1	Participants	36	36	36	0	CR=1;PR=1;SD=27;PD=6	35		none	False		RECOVERABLE	kept
R008	CATEGORY	ctg_results_bor_2018_2021.txt	NCT03679754	10	Tumor Objective Response Rate (ORR)	OG000	Ad-RTS-hIL-12 + Veledimex	1	0	<untitled>	1	Partial Response	1	Participants	36	36	36	0	CR=1;PR=1;SD=27;PD=6	35		none	False		RECOVERABLE	kept
R008	CATEGORY	ctg_results_bor_2018_2021.txt	NCT03679754	10	Tumor Objective Response Rate (ORR)	OG000	Ad-RTS-hIL-12 + Veledimex	1	0	<untitled>	2	Stable Disease	27	Participants	36	36	36	0	CR=1;PR=1;SD=27;PD=6	35		none	False		RECOVERABLE	kept
R008	CATEGORY	ctg_results_bor_2018_2021.txt	NCT03679754	10	Tumor Objective Response Rate (ORR)	OG000	Ad-RTS-hIL-12 + Veledimex	1	0	<untitled>	3	Progressive Disease	6	Participants	36	36	36	0	CR=1;PR=1;SD=27;PD=6	35		none	False		RECOVERABLE	kept
R008	CATEGORY	ctg_results_bor_2018_2021.txt	NCT03679754	10	Tumor Objective Response Rate (ORR)	OG000	Ad-RTS-hIL-12 + Veledimex	1	0	<untitled>	4	Not Evaluable	0	Participants	36	36	36	0	CR=1;PR=1;SD=27;PD=6	35		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R008	CATEGORY	ctg_results_bor_2018_2021.txt	NCT03679754	10	Tumor Objective Response Rate (ORR)	OG000	Ad-RTS-hIL-12 + Veledimex	1	0	<untitled>	5	No Response	1	Participants	36	36	36	0	CR=1;PR=1;SD=27;PD=6	35		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R008	CATEGORY	ctg_results_bor_2018_2021.txt	NCT03679754	10	Tumor Objective Response Rate (ORR)	OG000	Ad-RTS-hIL-12 + Veledimex	1	0	<untitled>	6	Missing	0	Participants	36	36	36	0	CR=1;PR=1;SD=27;PD=6	35		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R009	CLASS	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG000	Group 1 (CPI Naïve)	1	0	<untitled>				Participants	61	61	61	0	CR=2;PR=6;SD=16;PD=31	55	6	none	False	Complete Response=2; Partial Response=6; Stable Disease=16; Progressive Disease=31; Not Evaluable=6	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R009	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG000	Group 1 (CPI Naïve)	1	0	<untitled>	0	Complete Response	2	Participants	61	61	61	0	CR=2;PR=6;SD=16;PD=31	55		none	False		RECOVERABLE	kept
R009	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG000	Group 1 (CPI Naïve)	1	0	<untitled>	1	Partial Response	6	Participants	61	61	61	0	CR=2;PR=6;SD=16;PD=31	55		none	False		RECOVERABLE	kept
R009	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG000	Group 1 (CPI Naïve)	1	0	<untitled>	2	Stable Disease	16	Participants	61	61	61	0	CR=2;PR=6;SD=16;PD=31	55		none	False		RECOVERABLE	kept
R009	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG000	Group 1 (CPI Naïve)	1	0	<untitled>	3	Progressive Disease	31	Participants	61	61	61	0	CR=2;PR=6;SD=16;PD=31	55		none	False		RECOVERABLE	kept
R009	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG000	Group 1 (CPI Naïve)	1	0	<untitled>	4	Not Evaluable	6	Participants	61	61	61	0	CR=2;PR=6;SD=16;PD=31	55		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R010	CLASS	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG001	Group 2 (CPI Relapse)	1	0	<untitled>				Participants	19	19	19	0	CR=0;PR=1;SD=9;PD=8	18	1	none	False	Complete Response=0; Partial Response=1; Stable Disease=9; Progressive Disease=8; Not Evaluable=1	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R010	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG001	Group 2 (CPI Relapse)	1	0	<untitled>	0	Complete Response	0	Participants	19	19	19	0	CR=0;PR=1;SD=9;PD=8	18		none	False		RECOVERABLE	kept
R010	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG001	Group 2 (CPI Relapse)	1	0	<untitled>	1	Partial Response	1	Participants	19	19	19	0	CR=0;PR=1;SD=9;PD=8	18		none	False		RECOVERABLE	kept
R010	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG001	Group 2 (CPI Relapse)	1	0	<untitled>	2	Stable Disease	9	Participants	19	19	19	0	CR=0;PR=1;SD=9;PD=8	18		none	False		RECOVERABLE	kept
R010	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG001	Group 2 (CPI Relapse)	1	0	<untitled>	3	Progressive Disease	8	Participants	19	19	19	0	CR=0;PR=1;SD=9;PD=8	18		none	False		RECOVERABLE	kept
R010	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04099641	2	Objective Response Rate (ORR)	OG001	Group 2 (CPI Relapse)	1	0	<untitled>	4	Not Evaluable	1	Participants	19	19	19	0	CR=0;PR=1;SD=9;PD=8	18		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R011	CLASS	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG000	Cohort 1 - Safety Lead-in (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>				Participants	7	7	7	0	CR=0;PR=1;SD=2;PD=3	6	1	none	False	CR=0; PR=1; Stable Disease=2; PD=3; NE=1	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R011	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG000	Cohort 1 - Safety Lead-in (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	0	CR	0	Participants	7	7	7	0	CR=0;PR=1;SD=2;PD=3	6		none	False		RECOVERABLE	kept
R011	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG000	Cohort 1 - Safety Lead-in (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	1	PR	1	Participants	7	7	7	0	CR=0;PR=1;SD=2;PD=3	6		none	False		RECOVERABLE	kept
R011	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG000	Cohort 1 - Safety Lead-in (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	2	Stable Disease	2	Participants	7	7	7	0	CR=0;PR=1;SD=2;PD=3	6		none	False		RECOVERABLE	kept
R011	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG000	Cohort 1 - Safety Lead-in (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	3	PD	3	Participants	7	7	7	0	CR=0;PR=1;SD=2;PD=3	6		none	False		RECOVERABLE	kept
R011	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG000	Cohort 1 - Safety Lead-in (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	4	NE	1	Participants	7	7	7	0	CR=0;PR=1;SD=2;PD=3	6		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R012	CLASS	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG001	Cohort 3B - Gastric (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>				Participants	41	41	41	0	CR=5;PR=18;SD=14;PD=2	39	2	none	False	CR=5; PR=18; Stable Disease=14; PD=2; NE=2	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R012	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG001	Cohort 3B - Gastric (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	0	CR	5	Participants	41	41	41	0	CR=5;PR=18;SD=14;PD=2	39		none	False		RECOVERABLE	kept
R012	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG001	Cohort 3B - Gastric (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	1	PR	18	Participants	41	41	41	0	CR=5;PR=18;SD=14;PD=2	39		none	False		RECOVERABLE	kept
R012	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG001	Cohort 3B - Gastric (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	2	Stable Disease	14	Participants	41	41	41	0	CR=5;PR=18;SD=14;PD=2	39		none	False		RECOVERABLE	kept
R012	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG001	Cohort 3B - Gastric (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	3	PD	2	Participants	41	41	41	0	CR=5;PR=18;SD=14;PD=2	39		none	False		RECOVERABLE	kept
R012	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG001	Cohort 3B - Gastric (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	4	NE	2	Participants	41	41	41	0	CR=5;PR=18;SD=14;PD=2	39		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R013	CLASS	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG005	Cohort 9 - Pancreatic (TTX-030 + Budigalimab + Gemcitabine + Nab-Paclitaxel)	1	0	<untitled>				Participants	27	27	27	0	CR=0;PR=9;SD=13;PD=3	25	2	none	False	CR=0; PR=9; Stable Disease=13; PD=3; NE=2	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R013	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG005	Cohort 9 - Pancreatic (TTX-030 + Budigalimab + Gemcitabine + Nab-Paclitaxel)	1	0	<untitled>	0	CR	0	Participants	27	27	27	0	CR=0;PR=9;SD=13;PD=3	25		none	False		RECOVERABLE	kept
R013	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG005	Cohort 9 - Pancreatic (TTX-030 + Budigalimab + Gemcitabine + Nab-Paclitaxel)	1	0	<untitled>	1	PR	9	Participants	27	27	27	0	CR=0;PR=9;SD=13;PD=3	25		none	False		RECOVERABLE	kept
R013	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG005	Cohort 9 - Pancreatic (TTX-030 + Budigalimab + Gemcitabine + Nab-Paclitaxel)	1	0	<untitled>	2	Stable Disease	13	Participants	27	27	27	0	CR=0;PR=9;SD=13;PD=3	25		none	False		RECOVERABLE	kept
R013	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG005	Cohort 9 - Pancreatic (TTX-030 + Budigalimab + Gemcitabine + Nab-Paclitaxel)	1	0	<untitled>	3	PD	3	Participants	27	27	27	0	CR=0;PR=9;SD=13;PD=3	25		none	False		RECOVERABLE	kept
R013	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG005	Cohort 9 - Pancreatic (TTX-030 + Budigalimab + Gemcitabine + Nab-Paclitaxel)	1	0	<untitled>	4	NE	2	Participants	27	27	27	0	CR=0;PR=9;SD=13;PD=3	25		none	False		RECOVERABLE	DROPPED_BY_PRODUCER
R014	CLASS	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG007	Cohort 4 - CRC (TTX-030 + Budigalimab)	1	0	<untitled>				Participants	12	12	12	0	CR=0;PR=0;SD=3;PD=8	11	1	none	False	CR=0; PR=0; Stable Disease=3; PD=8; NE=1	RECOVERABLE	full category vector of the single contributing class sums exactly to the denoms value
R014	CATEGORY	ctg_results_bor_2018_2021.txt	NCT04306900	3	Best Response (BOR)	OG007	Cohort 4 - CRC (TTX-030 + Budigalimab)	1	0	<untitled>	0	CR	0	Participants	12	12	12	0	CR=0;PR=0;SD=3;PD=8	11		none	False		RECOVERABLE	kept
