source_row,cas,source_name,cell_viability_percent,reported_sd_percent
108,136572-09-3,Irinotecan HCl Trihydrate,60.71296990331964,14.310215593358157
109,100286-90-6,Irinotecan hydrochloride,56.137153005657844,7.195271026821334
110,219989-84-1,Ixabepilone (BMS-247550),47.93746597255435,24.105984150771956
111,1072833-77-2,Ixazomib (MLN2238),12.842859502242312,2.3376062403923075
112,1239908-20-3,Ixazomib citrate,16.764045559396948,1.9723077941540799
113,1201902-80-8,Ixazomib Citrate (MLN9708),21.929033323593295,4.675212480784609
114,231277-92-2,Lapatinib,50.691753585811725,10.712334684232612
115,388082-77-7,Lapatinib (GW-572016) Ditosylate,91.81329640593037,45.817082311689276
116,1223403-58-4,Larotrectinib,85.1008582049945,0.8765812418462602
117,1223405-08-0,Larotrectinib (LOXO-101) sulfate,113.35234114533104,42.20373437305608
118,191732-72-6,Lenalidomide (CC-5013),75.91757397126267,9.065846810564924
119,417716-92-8,Lenvatinib (E7080),47.66302897869473,17.68449938383748
120,857890-39-2,lenvatinib Mesylate,55.04173389402003,8.435709476198351
121,112809-51-5,Letrozole,85.32000351545605,17.677721710566107
122,6035-45-6,Leucovorin Calcium Pentahydrate,61.81666896845337,7.597037429334231
123,74381-53-6,Leuprolide Acetate,67.29892139799014,17.76580742698156
124,80433-71-2,Levoleucovorin calcium,90.23251089163608,0.018262109205132937
125,859-18-7,Lincomycin HCl,92.17918260007875,6.992491710390908
126,13010-47-4,Lomustine,75.4500527231842,10.549718597944498
127,3562-63-8,Megestrol,125.6244785311786,13.38612604736049
128,595-33-5,Megestrol Acetate,113.27861979596761,14.106945485497896
129,50-44-2,Mercaptopurine (6-MP),115.83982315500614,65.94082298984921
130,59-05-2,Methotrexate,176.78020149149435,33.864799969509455
131,120685-11-2,Midostaurin (PKC412),32.195527837732044,7.688347975359854
132,53-19-0,Mitotane,105.63566374042404,11.911628320607885
133,70476-82-3,Mitoxantrone 2HCl,5.118595403554682,0.5081752696505033
134,1847461-43-1,Mobocertinib (TAK788),16.490113921319992,16.161966646540307
135,121032-29-9,Nelarabine,112.7704445263171,23.233773328420952
136,641571-10-0,Nilotinib (AMN-107),29.734605465425012,1.910739013885891
137,923288-95-3,Nilotinib hydrochloride,56.01743041174898,9.655330123359548
138,923288-90-8,Nilotinib hydrochloride monohydrate,49.161027289298076,16.326325629386496
139,63612-50-0,Nilutamide,104.39571608247681,30.063648952523746
140,656247-17-5,Nintedanib (BIBF 1120),40.60955623594576,6.443662419168363
141,1038915-60-4,Niraparib (MK-4827),59.02582800807995,4.817501556286764
142,1038915-73-9,Niraparib (MK-4827) tosylate,88.05931989622559,29.03675363615714
143,763113-22-0,"Olaparib (AZD2281, Ku-0059436)",73.01081142886179,22.380038875408122
144,1421373-65-0,Osimertinib (AZD9291),23.19230799960281,21.220570896361394
145,33069-62-4,Paclitaxel,89.15045799296175,29.575800693659204
146,571190-30-2,Palbociclib,71.53211106558268,2.501908961102849
147,827022-32-2,Palbociclib (PD-0332991) HCl,114.2471844963824,15.632365479591586
148,827022-33-3,Palbociclib (PD0332991) Isethionate,106.74145761307389,1.1505128799232054
149,31645-39-3,Palifosfamide,78.28909147148089,14.700997910129875
150,404950-80-7,Panobinostat (LBH589),9.773480873553279,4.065402157204025
151,444731-52-6,Pazopanib,57.4403211667704,19.534257365365324
152,635702-64-6,Pazopanib HCl (GW786034 HCl),40.97544243009411,17.54221030833534
153,137281-23-3,Pemetrexed,102.57769671430417,2.2279773230258897
154,150399-23-8,Pemetrexed (LY-231514) disodium,78.87347896604507,16.034131882104386
155,1513857-77-6,Pemigatinib (INCB054828),106.74145761307386,33.32834929936278
156,53910-25-1,Pentostatin,76.1341625852755,19.631767395515087
157,1029044-16-3,Pexidartinib (PLX3397),52.2473237449651,19.485670521874017
158,54-91-1,Pipobroman,135.01120266261557,10.171994827257585
159,1393466-87-9,PLX8394,65.30473182663326,3.031510128051629
160,19171-19-8,Pomalidomide,101.48895354007593,19.676546440867465
161,943319-70-8,Ponatinib (AP24534),3.2891644328128726,2.866108520828833
162,1092364-38-9,Poziotinib (HM781-36B),65.23168338981273,3.4332765305644983
163,146464-95-1,Pralatrexate,92.80931993444534,1.7684499383837462
164,2097132-94-8,Pralsetinib (BLU-667),39.29948831852772,3.3602280937439737
165,53-03-2,Prednisone,88.49999364780909,29.37253058579903
166,5608-24-2,PRIMA-1,78.06994616101932,19.15695255618169
167,366-70-1,Procarbazine HCl,106.13880800930457,0.25566952887182737
168,318-98-9,Propranolol HCl,116.46996048937274,18.07071258877192
169,950769-58-1,Quizartinib (AC220),57.745226328560705,17.196651124973013
170,84449-90-1,Raloxifene,63.904310596724784,14.086618474711896
171,82640-04-8,Raloxifene HCl,83.49954899444815,31.405231664401054
172,755037-03-7,Regorafenib (BAY 73-4506),55.50925514209848,18.375617750562153
173,835621-07-3,Regorafenib Hydrochloride,49.32538627214426,6.556097204641747
174,1019206-88-2,Regorafenib Monohydrate,55.448274109740424,7.703937087901633
175,1211441-98-3,Ribociclib (LEE011),52.59430381986259,7.633561647744426
176,1211443-80-9,Ribociclib hydrochloride,86.58008905061004,2.3558120874618
177,1374639-75-4,Ribociclib succinate,33.4373512636809,6.8117667335136085
178,1442472-39-0,Ripretinib (DCC-2618),60.8122529621712,7.414416337282867
179,128517-07-7,Romidepsin,6.409429640088081,23.558120874618055
180,283173-50-2,Rucaparib,55.88148347678603,6.793504624308466
181,459868-92-9,"Rucaparib (AG-014699,PF-01367338) phosphate",85.43061501912007,20.814859044884546
182,1859053-21-6,Rucaparib Camsylate,61.54273733037642,10.847692867847373
183,1092939-17-7,Ruxolitinib (phosphate),101.11672797789376,11.066838178308906
184,1393477-72-9,Selinexor (KPT-330),64.6107716768383,8.254473360718876
185,606143-52-6,Selumetinib (AZD6244),57.17607002655214,10.651353651874523
186,2169919-21-3,SNDX-5613,120.40151529851133,14.061824087950349
187,956697-53-3,"Sonidegib (Erismodegib, NVP-LDE225)",146.18805025853413,30.95803742710852
188,284461-73-0,Sorafenib,28.415271232270076,13.11219440928355
189,475207-59-1,Sorafenib Tosylate,70.30731899432112,20.164394699731904
190,2296729-00-3,Sotorasib (AMG510),148.85388144010432,30.205528625285513
191,2252403-56-6,Sotorasib (AMG510) racemate,120.9311164654601,8.93017140130875
192,557795-19-4,Sunitinib,55.75364871235012,0.09131054602565314
193,341031-54-7,Sunitinib Malate,21.461512075514833,0.5894833127945862
194,1207456-01-6,Talazoparib (BMN 673),62.748036537915006,3.743732387051712
195,10540-29-1,Tamoxifen,53.88309427921689,21.099437195888846
196,54965-24-1,Tamoxifen Citrate,74.29141310838105,8.13080431440808
197,733030-01-8,TAS-102,102.63248304191956,29.146326291387947
198,1448169-71-8,TAS-120,142.26126001705228,26.66267943949018
199,1403254-99-8,Tazemetostat (EPZ-6438),90.32382143766173,8.711026090847163
200,85622-93-1,Temozolomide,93.7646894413883,17.440575254405253
201,162635-04-3,"Temsirolimus (CCI-779, NSC 683864)",164.13680078258986,54.029194669241356
202,154-42-7,Thioguanine,69.37227649816418,18.660195901566468
203,52-24-4,Thiotepa,96.87472209164937,5.7118900308716505
204,192185-72-1,Tipifarnib,132.36568292404047,16.363243682746194
205,183204-72-0,Tipiracil hydrochloride,101.83451272343828,3.028724607117006
206,475108-18-0,Tivozanib (AV-951),21.400531043156775,3.9840941140599515
207,1903783-48-1,TK216,68.59191148355671,0.14609687364104929
208,123948-87-8,Topotecan,51.681198359606064,1.3879202995899007
209,119413-54-6,Topotecan HCl,68.94540927165778,12.33849554711417
210,89778-27-8,Toremifene Citrate,75.99888201440675,3.252321725763217
211,1802220-02-5,TPX-0005,48.485329248708254,6.1908550205391935
212,114899-77-3,Trabectedin,8.14433001457546,16.326325629386496
213,1187431-43-1,Trametinib DMSO solvate,45.19814959178481,10.939003413873039
214,56124-62-0,Valrubicin,69.26760952414652,21.45797831602808
215,443913-73-3,Vandetanib (ZD6474),92.5335366514825,16.43589828461726
216,918504-65-1,"Vemurafenib (PLX4032, RG7204)",143.74880896421172,1.8091039599557917
217,1257044-40-8,"Venetoclax (ABT-199, GDC-0199)",79.54917700663486,9.204103039385735
218,143-67-9,Vinblastine sulfate,63.883983585938765,13.415827118773295
219,2068-78-2,Vincristine sulfate,48.78101457192584,0.8334074422268216
220,125317-39-7,Vinorelbine Tartrate,63.558751413362444,6.707913559386656
221,879085-55-9,Vismodegib (GDC-0449),80.47082438733116,37.157775716844746
222,149647-78-9,"Vorinostat (SAHA, MK0683)",41.76819585074891,6.423335408382317
223,1691249-45-2,Zanubrutinib (BGB-3111),101.26282485153479,22.40760799469488
224,118072-93-8,Zoledronic Acid,58.803420949606874,15.723676025617143
