integration_row_key	code	kind	axis_a	axis_c	axis_b	why_not_a_contradiction	a_state	a_unresolved_reason_codes	c_arm_link_state	c_comparator_role	b_join_state	b_semantic_duplication_status	b_distinction_basis	resolution	source_pointer
NCT00389805|OM6|OG001	COVERAGE_GAP:ROW_NOT_ASSESSED_BY_B	COVERAGE_GAP	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00389805] :: outcomeMeasures[6] :: groups[OG001]
NCT00600340|OM3|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_PROPOSED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[3] :: groups[OG000]
NCT00600340|OM3|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_B_SET_SEMANTIC_CORRESPONDENCE_UNRESOLVED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[3] :: groups[OG000]
NCT00600340|OM3|OG001	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_PROPOSED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[3] :: groups[OG001]
NCT00600340|OM3|OG001	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_B_SET_SEMANTIC_CORRESPONDENCE_UNRESOLVED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[3] :: groups[OG001]
NCT00600340|OM4|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_PROPOSED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[4] :: groups[OG000]
NCT00600340|OM4|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_B_SET_SEMANTIC_CORRESPONDENCE_UNRESOLVED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[4] :: groups[OG000]
NCT00600340|OM4|OG001	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_PROPOSED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[4] :: groups[OG001]
NCT00600340|OM4|OG001	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_B_SET_SEMANTIC_CORRESPONDENCE_UNRESOLVED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[4] :: groups[OG001]
NCT00600340|OM5|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_PROPOSED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[5] :: groups[OG000]
NCT00600340|OM5|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_B_SET_SEMANTIC_CORRESPONDENCE_UNRESOLVED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[5] :: groups[OG000]
NCT00600340|OM5|OG001	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_PROPOSED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[5] :: groups[OG001]
NCT00600340|OM5|OG001	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_B_SET_SEMANTIC_CORRESPONDENCE_UNRESOLVED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[5] :: groups[OG001]
NCT00600340|OM6|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_PROPOSED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG000]
NCT00600340|OM6|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_B_SET_SEMANTIC_CORRESPONDENCE_UNRESOLVED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG000]
NCT00600340|OM6|OG001	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_PROPOSED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG001]
NCT00600340|OM6|OG001	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_B_SET_SEMANTIC_CORRESPONDENCE_UNRESOLVED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	PROPOSED	UNKNOWN_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG001]
NCT00601003|OM1|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_LABEL_MATCH	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00601003] :: outcomeMeasures[1] :: groups[OG000]
NCT00601003|OM1|OG000	COVERAGE_GAP:ROW_NOT_ASSESSED_BY_B	COVERAGE_GAP	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00601003] :: outcomeMeasures[1] :: groups[OG000]
NCT00756509|OM0|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_C_ARM_LABEL_MATCH	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00756509] :: outcomeMeasures[0] :: groups[OG000]
NCT00756509|OM0|OG000	CROSS_COMPONENT_STATUS:A_NOT_REFUTED_WITH_B_SET_SEMANTIC_CORRESPONDENCE_UNRESOLVED	CROSS_COMPONENT_STATUS	denominator/category structure (component A2)	arm attribution and comparator role (component C2)	record identity, set semantics and observation usability (B/B2)	The two statements are about DIFFERENT axes of the same record and can both be true at once. A confirmed arm link says nothing about whether the denominator/category structure supports a proportion, and an unresolved set semantics says nothing about the denominator either.	NOT_REFUTED_BY_THIS_COMPONENT	NONE	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	JOINED_UNIQUE	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	INCLUDES_STRUCTURED_FIELD	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER__ROW_STAYS_BLOCKED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00756509] :: outcomeMeasures[0] :: groups[OG000]
