classification	overwrite_scope	conflicting_overwrite	nct_id	shard	query_family	outcome_measure_index	outcome_measure_title	outcome_measure_type	param_type	unit_of_measure	time_frame	population_description	group_id	group_title	n_classes_in_om	classes_contributing	class_titles_contributing	cells_CR	cells_PR	cells_SD	cells_PD	evaluable_n_sum_of_cells	reported_denominator_participants	all_categories_in_contributing_classes_sum	sum_minus_reported_denominator	categories_matched	categories_dropped	reason	source_pointer
unsupported	none	False	NCT03256344	ctg_results_bor_2018_2021	bor	2	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 12 weeks (± 28 days) up to approximately 3.5 years.	Safety Analysis Set: All participants who received at least 1 dose of talimogene laherparepvec or atezolizumab.	OG001	Talimogene Laherparepvec With Atezolizumab: Colorectal Cancer (CRC)	1	0	<untitled>	0	0	1	4	5	24	24	-19	CR | PR | SD | PD	UE | Not done	sum of cells 5 != reported denominator 24 (difference -19)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03256344] :: outcomeMeasures[2] :: groups[OG001]
unsupported	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG000	Cohort 1 - Safety Lead-in (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	0	1	2	3	6	7	7	-1	CR | PR | Stable Disease | PD	NE	sum of cells 6 != reported denominator 7 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG001	Cohort 3B - Gastric (TTX-030 + Budigalimab + mFOLFOX6)	1	0	<untitled>	5	18	14	2	39	41	41	-2	CR | PR | Stable Disease | PD	NE	sum of cells 39 != reported denominator 41 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG001]
valid	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG002	Cohort 12 - Gastric (Budigalimab + mFOLFOX6)	1	0	<untitled>	2	14	6	1	23	23	23	0	CR | PR | Stable Disease | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG002]
valid	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG003	Cohort 3A - Gastric (TTX-030 + mFOLFOX6)	1	0	<untitled>	0	3	0	1	4	4	4	0	CR | PR | Stable Disease | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG003]
valid	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG004	Cohort 2 - mCRPC (TTX-030 + Budigalimab + Docetaxel)	1	0	<untitled>	0	0	7	0	7	7	7	0	CR | PR | Stable Disease | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG004]
unsupported	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG005	Cohort 9 - Pancreatic (TTX-030 + Budigalimab + Gemcitabine + Nab-Paclitaxel)	1	0	<untitled>	0	9	13	3	25	27	27	-2	CR | PR | Stable Disease | PD	NE	sum of cells 25 != reported denominator 27 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG005]
valid	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG006	Cohort 11 - Pancreatic (TTX-030 + Gemcitabine + Nab-Paclitaxel)	1	0	<untitled>	0	4	10	3	17	17	17	0	CR | PR | Stable Disease | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG006]
unsupported	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG007	Cohort 4 - CRC (TTX-030 + Budigalimab)	1	0	<untitled>	0	0	3	8	11	12	12	-1	CR | PR | Stable Disease | PD	NE	sum of cells 11 != reported denominator 12 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG007]
unsupported	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG008	Cohort 6 - HNSCC (TTX-030 + Budigalimab)	1	0	<untitled>	0	0	3	1	4	5	5	-1	CR | PR | Stable Disease | PD	NE	sum of cells 4 != reported denominator 5 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG008]
unsupported	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG009	Cohort 8 - GEC (TTX-030 + Budigalimab)	1	0	<untitled>	1	1	5	11	18	22	22	-4	CR | PR | Stable Disease | PD	NE	sum of cells 18 != reported denominator 22 (difference -4)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG009]
valid	none	False	NCT04306900	ctg_results_bor_2018_2021	bor	3	Best Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Through study completion, an average of 1 year		OG010	Cohort 10 - UCC (TTX-030 + Pembrolizumab)	1	0	<untitled>	1	0	2	5	8	8	8	0	CR | PR | Stable Disease | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04306900] :: outcomeMeasures[3] :: groups[OG010]
unsupported	none	False	NCT04539327	ctg_results_bor_2018_2021	bor	16	Objective Response Rate (ORR)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	0-24 months		OG000	Rucaparib - Treatment	1	0	<untitled>	4	0	4	11	19	28	28	-9	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not asssessable	sum of cells 19 != reported denominator 28 (difference -9)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04539327] :: outcomeMeasures[16] :: groups[OG000]
valid	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG000	Alomfilimab 0.8 mg	1	0	<untitled>	0	0	1	3	4	4	4	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG000]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG001	Alomfilimab 2.4 mg	1	0	<untitled>	0	0	0	3	3	5	5	-2	CR | PR | SD | PD	NE	sum of cells 3 != reported denominator 5 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG001]
valid	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG002	Alomfilimab 8 mg	1	0	<untitled>	0	0	2	7	9	9	9	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG002]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG003	Alomfilimab 24 mg	1	0	<untitled>	0	0	2	3	5	8	8	-3	CR | PR | SD | PD	NE	sum of cells 5 != reported denominator 8 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG003]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG004	Alomfilimab 80 mg	1	0	<untitled>	0	0	2	4	6	7	7	-1	CR | PR | SD | PD	NE	sum of cells 6 != reported denominator 7 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG004]
valid	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG005	Alomfilimab 240 mg	1	0	<untitled>	0	0	1	4	5	5	5	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG005]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG006	Alomfilimab 0.8 mg + Atezolizumab	1	0	<untitled>	0	0	3	1	4	5	5	-1	CR | PR | SD | PD	NE	sum of cells 4 != reported denominator 5 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG006]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG007	Alomfilimab 2.4 mg + Atezolizumab	1	0	<untitled>	1	3	12	20	36	43	43	-7	CR | PR | SD | PD	NE	sum of cells 36 != reported denominator 43 (difference -7)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG007]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG008	Alomfilimab 8 mg + Atezolizumab	1	0	<untitled>	0	2	8	22	32	36	36	-4	CR | PR | SD | PD	NE	sum of cells 32 != reported denominator 36 (difference -4)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG008]
valid	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG009	Alomfilimab 24 mg + Atezolizumab	1	0	<untitled>	0	1	1	7	9	9	9	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG009]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG010	Alomfilimab 80 mg + Atezolizumab	1	0	<untitled>	0	0	4	2	6	9	9	-3	CR | PR | SD | PD	NE	sum of cells 6 != reported denominator 9 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG010]
valid	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG011	Alomfilimab 2.4 mg + Atezolizumab in Anti-PD-(L)1 Naïve Pancreatic Cancer	1	0	<untitled>	0	0	6	9	15	15	15	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG011]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG012	Alomfilimab 8 mg + Atezolizumab in Anti-PD-(L)1 Naïve Pancreatic Cancer	1	0	<untitled>	0	0	0	11	11	14	14	-3	CR | PR | SD | PD	NE	sum of cells 11 != reported denominator 14 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG012]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG013	Alomfilimab 2.4 mg + Atezolizumab in Anti-PD-(L)1 Naïve Triple Negative BC	1	0	<untitled>	0	0	1	5	6	7	7	-1	CR | PR | SD | PD	NE	sum of cells 6 != reported denominator 7 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG013]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG014	Alomfilimab 8 mg + Atezolizumab in Anti-PD-(L)1 Naïve Triple Negative BC	1	0	<untitled>	0	1	4	8	13	14	14	-1	CR | PR | SD | PD	NE	sum of cells 13 != reported denominator 14 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG014]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG015	Alomfilimab 8 mg + Atezolizumab in Anti-PD-(L)1 Naïve HNSCC	1	0	<untitled>	0	0	2	2	4	5	5	-1	CR | PR | SD | PD	NE	sum of cells 4 != reported denominator 5 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG015]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG016	Alomfilimab 24 mg + Atezolizumab in Anti-PD-(L)1 Naïve HNSCC	1	0	<untitled>	0	0	1	2	3	5	5	-2	CR | PR | SD | PD	NE	sum of cells 3 != reported denominator 5 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG016]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG017	Alomfilimab 2.4 mg + Atezolizumab in Anti-PD-(L)1 Pre-treated Pancreatic Cancer	1	0	<untitled>	0	0	0	1	1	2	2	-1	CR | PR | SD | PD	NE	sum of cells 1 != reported denominator 2 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG017]
valid	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG018	Alomfilimab 8 mg + Atezolizumab in Anti-PD-(L)1 Pre-treated Pancreatic Cancer	1	0	<untitled>	0	0	1	0	1	1	1	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG018]
valid	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG019	Alomfilimab 2.4 mg + Atezolizumab in Anti-PD-(L)1 Pre-treated Triple Negative BC	1	0	<untitled>	0	0	0	1	1	1	1	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG019]
