classification	overwrite_scope	conflicting_overwrite	nct_id	shard	query_family	outcome_measure_index	outcome_measure_title	outcome_measure_type	param_type	unit_of_measure	time_frame	population_description	group_id	group_title	n_classes_in_om	classes_contributing	class_titles_contributing	cells_CR	cells_PR	cells_SD	cells_PD	evaluable_n_sum_of_cells	reported_denominator_participants	all_categories_in_contributing_classes_sum	sum_minus_reported_denominator	categories_matched	categories_dropped	reason	source_pointer
valid	none	False	NCT03093155	ctg_results_bor_2014_2017	bor	4	Differences in Response to the Combination of Ixabepilone and Bevacizumab in Relationship to Previous Treatment With Bevacizumab and Taxanes	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 41 months	Those with prior Taxanes treatment.	OG001	Ixabepilone + Bevacizumab	1	0	<untitled>	0	3	6	1	10	10	10	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Assessed	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03093155] :: outcomeMeasures[4] :: groups[OG001]
valid	none	False	NCT02259582	ctg_results_bor_2014_2017	bor	0	To Compare the Investigator-assessed (RECIST) v1.1 Response Rate in the Treatment Arms.	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Response assessment data was collected until the subject started alternative anti-cancer treatment or developed progressive disease, whichever occurred first, assessed up to approximately 26 months.		OG000	Placebo/Placebo Arm (Arm 1)	1	0	<untitled>	0	13	10	2	25	25	25	0	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Not evaluable (NE) | Missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02259582] :: outcomeMeasures[0] :: groups[OG000]
valid	none	False	NCT02259582	ctg_results_bor_2014_2017	bor	0	To Compare the Investigator-assessed (RECIST) v1.1 Response Rate in the Treatment Arms.	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Response assessment data was collected until the subject started alternative anti-cancer treatment or developed progressive disease, whichever occurred first, assessed up to approximately 26 months.		OG001	Demcizumab/Placebo Arm (Arm 2)	1	0	<untitled>	0	10	14	4	28	28	28	0	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Not evaluable (NE) | Missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02259582] :: outcomeMeasures[0] :: groups[OG001]
unsupported	none	False	NCT02259582	ctg_results_bor_2014_2017	bor	0	To Compare the Investigator-assessed (RECIST) v1.1 Response Rate in the Treatment Arms.	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Response assessment data was collected until the subject started alternative anti-cancer treatment or developed progressive disease, whichever occurred first, assessed up to approximately 26 months.		OG002	Demcizumab/Demcizumab Arm (Arm 3)	1	0	<untitled>	0	6	15	5	26	29	29	-3	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Not evaluable (NE) | Missing	sum of cells 26 != reported denominator 29 (difference -3)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02259582] :: outcomeMeasures[0] :: groups[OG002]
unsupported	none	False	NCT02679170	ctg_results_bor_2014_2017	bor	8	Number of Participants According to Treatment Response: ALK Treatment Sub-Study and ROS1 Treatment Sub-Study	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From date of inclusion until last date of follow-up (ALK treatment sub-study: maximum of 96.5 months and ROS1 treatment sub-study: maximum of 46.6 months)	ALK treatment sub-study: analysis population included all participants with confirmed ALK-positive translocation and who received treatment with crizotinib. ROS1 treatment sub-study: analysis populati	OG000	ALK Treatment Sub-study	1	0	<untitled>	8	40	22	11	81	91	91	-10	CR | PR | SD | PD	Not specified/ Not evaluable | Unknown	sum of cells 81 != reported denominator 91 (difference -10)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02679170] :: outcomeMeasures[8] :: groups[OG000]
unsupported	none	False	NCT02679170	ctg_results_bor_2014_2017	bor	8	Number of Participants According to Treatment Response: ALK Treatment Sub-Study and ROS1 Treatment Sub-Study	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From date of inclusion until last date of follow-up (ALK treatment sub-study: maximum of 96.5 months and ROS1 treatment sub-study: maximum of 46.6 months)	ALK treatment sub-study: analysis population included all participants with confirmed ALK-positive translocation and who received treatment with crizotinib. ROS1 treatment sub-study: analysis populati	OG001	ROS1 Treatment Sub-study	1	0	<untitled>	2	20	12	11	45	50	50	-5	CR | PR | SD | PD	Not specified/ Not evaluable | Unknown	sum of cells 45 != reported denominator 50 (difference -5)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02679170] :: outcomeMeasures[8] :: groups[OG001]
unsupported	none	False	NCT02578641	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) of Subjects With Advanced Nasopharyngeal Carcinoma.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomization until End of Treatment, an average of 13 months for the gemcitabine+carboplatin and EBVCTL arm and 6 months for the gemcitabine+carboplatin only arm.	Intent-to-Treat Analysis Set	OG000	Chemo + EBV-CTL	1	0	<untitled>	6	94	45	9	154	164	164	-10	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	NE (Not evaluable) | NA (Not applicable)	sum of cells 154 != reported denominator 164 (difference -10)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02578641] :: outcomeMeasures[4] :: groups[OG000]
unsupported	none	False	NCT02578641	ctg_results_bor_2014_2017	bor	4	Best Overall Response (BOR) of Subjects With Advanced Nasopharyngeal Carcinoma.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomization until End of Treatment, an average of 13 months for the gemcitabine+carboplatin and EBVCTL arm and 6 months for the gemcitabine+carboplatin only arm.	Intent-to-Treat Analysis Set	OG001	Chemo Only	1	0	<untitled>	14	91	41	10	156	166	166	-10	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	NE (Not evaluable) | NA (Not applicable)	sum of cells 156 != reported denominator 166 (difference -10)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02578641] :: outcomeMeasures[4] :: groups[OG001]
valid	none	False	NCT02819843	ctg_results_bor_2014_2017	bor	0	Best Response	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	16 weeks		OG000	Intralesional TALIMOGENE LAHERPAREPVEC Without Radiotherapy	1	0	<untitled>	1	0	2	6	9	9	9	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02819843] :: outcomeMeasures[0] :: groups[OG000]
valid	none	False	NCT02819843	ctg_results_bor_2014_2017	bor	0	Best Response	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	16 weeks		OG001	Intralesional TALIMOGENE LAHERPAREPVEC With Radiotherapy	1	0	<untitled>	1	0	5	4	10	10	10	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02819843] :: outcomeMeasures[0] :: groups[OG001]
unsupported	cross_class	True	NCT02150967	ctg_results_bor_2014_2017	bor	11	Retrospective Analysis of Post-second-line Antineoplastic Treatment Outcomes on BOR	POST_HOC	COUNT_OF_PARTICIPANTS	Participants	Analysis conducted when all subjects in Cohort 1 had the opportunity to be followed for at least 10 months after their initial exposure to infigratinib. Data cutoff 01 March 2021.	Full Analysis Set (FAS), defined as all subjects in Cohort 1 who had received at least one dose of infigratinib Conducted in a subgroup of subjects who were receiving infigratinib as a third or later 	OG000	Cohort 1: FGFR2 Fusion/Rearrangements	2	0;1	After Second-Line Therapy (Prior to Infigratinib Treatment) | Third or Later-Line Therapy (Infigratinib)	0	17	31	7	55	59	118	-4	Complete response | Complete response | Partial response | Partial response | Stable disease | Stable disease | Progressive disease | Progressive disease	Unknown | Not done | Unknown | Not done	cross-class overwrite with conflicting values for PD,PR,SD (last class wins) ; cells drawn from 2 different classes (After Second-Line Therapy (Prior to Infigratinib Treatment); Third or Later-Line Therapy (Infigratinib))	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02150967] :: outcomeMeasures[11] :: groups[OG000]
unsupported	none	False	NCT02395172	ctg_results_bor_2014_2017	bor	4	Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by an Independent Endpoint Review Committee (IERC) in Full Analysis Set Population	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from date of randomization up to 907 days	Full analysis set (FAS) included all participants who were randomized to study.	OG000	Avelumab	1	0	<untitled>	5	54	129	150	338	396	396	-58	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-complete Response/ Non-progressive Disease | Not Evaluable	sum of cells 338 != reported denominator 396 (difference -58)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02395172] :: outcomeMeasures[4] :: groups[OG000]
unsupported	none	False	NCT02395172	ctg_results_bor_2014_2017	bor	4	Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by an Independent Endpoint Review Committee (IERC) in Full Analysis Set Population	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from date of randomization up to 907 days	Full analysis set (FAS) included all participants who were randomized to study.	OG001	Docetaxel	1	0	<untitled>	2	42	158	82	284	396	396	-112	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-complete Response/ Non-progressive Disease | Not Evaluable	sum of cells 284 != reported denominator 396 (difference -112)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02395172] :: outcomeMeasures[4] :: groups[OG001]
unsupported	none	False	NCT02395172	ctg_results_bor_2014_2017	bor	5	Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Independent Endpoint Review Committee (IERC) in PD-L1+ Full Analysis Set Population	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from date of randomization up to 907 days	PD-L1+ FAS included all PD-L1+ tumor participants who were randomly assigned to trial treatment. The PD-L1+ participants were with \>= 1 percentage of tumor cells with \>=1+ positive membrane staining	OG000	Avelumab	1	0	<untitled>	4	46	86	93	229	264	264	-35	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-complete Response/ Non-progressive Disease | Not Evaluable	sum of cells 229 != reported denominator 264 (difference -35)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02395172] :: outcomeMeasures[5] :: groups[OG000]
unsupported	none	False	NCT02395172	ctg_results_bor_2014_2017	bor	5	Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Independent Endpoint Review Committee (IERC) in PD-L1+ Full Analysis Set Population	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from date of randomization up to 907 days	PD-L1+ FAS included all PD-L1+ tumor participants who were randomly assigned to trial treatment. The PD-L1+ participants were with \>= 1 percentage of tumor cells with \>=1+ positive membrane staining	OG001	Docetaxel	1	0	<untitled>	1	30	104	57	192	265	265	-73	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-complete Response/ Non-progressive Disease | Not Evaluable	sum of cells 192 != reported denominator 265 (difference -73)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02395172] :: outcomeMeasures[5] :: groups[OG001]
unsupported	none	False	NCT02644278	ctg_results_bor_2014_2017	bor	11	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years	Full analysis set included all participants who had received at least 1 dose of the study treatment.	OG000	VX-984 120 mg + PLD 40 mg/m^2	1	0	<untitled>	0	1	1	0	2	3	3	-1	Complete Response | Partial Response | Stable disease | Progressive disease	Not evaluable	sum of cells 2 != reported denominator 3 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02644278] :: outcomeMeasures[11] :: groups[OG000]
valid	none	False	NCT02644278	ctg_results_bor_2014_2017	bor	11	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years	Full analysis set included all participants who had received at least 1 dose of the study treatment.	OG001	VX-984 240 mg + PLD 40 mg/m^2	1	0	<untitled>	0	0	0	3	3	3	3	0	Complete Response | Partial Response | Stable disease | Progressive disease	Not evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02644278] :: outcomeMeasures[11] :: groups[OG001]
unsupported	none	False	NCT02644278	ctg_results_bor_2014_2017	bor	11	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years	Full analysis set included all participants who had received at least 1 dose of the study treatment.	OG002	VX-984 480 mg + PLD 40 mg/m^2	1	0	<untitled>	0	0	4	0	4	6	6	-2	Complete Response | Partial Response | Stable disease | Progressive disease	Not evaluable	sum of cells 4 != reported denominator 6 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02644278] :: outcomeMeasures[11] :: groups[OG002]
unsupported	none	False	NCT02644278	ctg_results_bor_2014_2017	bor	11	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years	Full analysis set included all participants who had received at least 1 dose of the study treatment.	OG003	VX-984 720 mg + PLD 40 mg/m^2	1	0	<untitled>	0	0	1	1	2	3	3	-1	Complete Response | Partial Response | Stable disease | Progressive disease	Not evaluable	sum of cells 2 != reported denominator 3 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02644278] :: outcomeMeasures[11] :: groups[OG003]
valid	none	False	NCT02041429	ctg_results_bor_2014_2017	bor	2	Best Response [Phase I]	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Disease was evaluated radiologically every 2 cycles/6 weeks on treatment. Treatment duration was up to 9 months.	The analysis population represents all treated participants.	OG000	Phase I Dose Level 0: Paclitaxel + Ruxolitiniib 10 mg	1	0	<untitled>	0	1	1	1	3	3	3	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02041429] :: outcomeMeasures[2] :: groups[OG000]
valid	none	False	NCT02041429	ctg_results_bor_2014_2017	bor	2	Best Response [Phase I]	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Disease was evaluated radiologically every 2 cycles/6 weeks on treatment. Treatment duration was up to 9 months.	The analysis population represents all treated participants.	OG001	Phase I Dose Level 1: Paclitaxel + Ruxolitiniib 15 mg	1	0	<untitled>	0	0	3	0	3	3	3	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02041429] :: outcomeMeasures[2] :: groups[OG001]
valid	none	False	NCT02041429	ctg_results_bor_2014_2017	bor	2	Best Response [Phase I]	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Disease was evaluated radiologically every 2 cycles/6 weeks on treatment. Treatment duration was up to 9 months.	The analysis population represents all treated participants.	OG002	Phase I Dose Level 2: Paclitaxel + Ruxolitiniib 20 mg	1	0	<untitled>	0	0	6	1	7	7	7	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02041429] :: outcomeMeasures[2] :: groups[OG002]
valid	none	False	NCT02041429	ctg_results_bor_2014_2017	bor	2	Best Response [Phase I]	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Disease was evaluated radiologically every 2 cycles/6 weeks on treatment. Treatment duration was up to 9 months.	The analysis population represents all treated participants.	OG003	Phase I Dose Level 3: Paclitaxel + Ruxolitiniib 25 mg	1	0	<untitled>	0	3	2	1	6	6	6	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02041429] :: outcomeMeasures[2] :: groups[OG003]
unsupported	none	False	NCT02625623	ctg_results_bor_2014_2017	bor	2	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomization up to 627 days	FAS included all participants who were randomized to study treatment.	OG000	Physician Choice Chemotherapy + Best Supportive Care (BSC)	1	0	<untitled>	1	7	62	59	129	186	186	-57	Complete Response | Partial response | Stable disease | Progressive disease	Non-complete response/ Non-progressive disease | Non-evaluable	sum of cells 129 != reported denominator 186 (difference -57)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02625623] :: outcomeMeasures[2] :: groups[OG000]
unsupported	none	False	NCT02625623	ctg_results_bor_2014_2017	bor	2	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomization up to 627 days	FAS included all participants who were randomized to study treatment.	OG001	Avelumab + BSC	1	0	<untitled>	1	3	30	94	128	185	185	-57	Complete Response | Partial response | Stable disease | Progressive disease	Non-complete response/ Non-progressive disease | Non-evaluable	sum of cells 128 != reported denominator 185 (difference -57)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02625623] :: outcomeMeasures[2] :: groups[OG001]
unsupported	none	False	NCT02263508	ctg_results_bor_2014_2017	bor	4	Phase 1b: Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments were performed at week 6 (prior to initiation of pembrolizumab), week 18, and every 12 weeks thereafter until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 58.6 (1.4, 61.6) months.	All participants enrolled in Phase 1b who received ≥ 1 dose of talimogene laherparepvec or pembrolizumab.	OG000	Phase 1b: Talimogene Laherparepvec + Pembrolizumab	1	0	<untitled>	9	4	1	6	20	21	21	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unable to Evaluate (UE)	sum of cells 20 != reported denominator 21 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[4] :: groups[OG000]
unsupported	none	False	NCT02263508	ctg_results_bor_2014_2017	bor	14	Phase 3: Best Overall Response Assessed Using Modified RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.	All participants randomized in Phase 3	OG000	Phase 3: Placebo + Pembrolizumab	1	0	<untitled>	40	103	30	120	293	346	346	-53	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD (NN) | Unevaluable (UE) | Missing	sum of cells 293 != reported denominator 346 (difference -53)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[14] :: groups[OG000]
unsupported	none	False	NCT02263508	ctg_results_bor_2014_2017	bor	14	Phase 3: Best Overall Response Assessed Using Modified RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.	All participants randomized in Phase 3	OG001	Phase 3: Talimogene Laherparepvec + Pembrolizumab	1	0	<untitled>	62	106	28	106	302	346	346	-44	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD (NN) | Unevaluable (UE) | Missing	sum of cells 302 != reported denominator 346 (difference -44)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[14] :: groups[OG001]
unsupported	none	False	NCT02263508	ctg_results_bor_2014_2017	bor	19	Phase 3: Best Overall Response Assessed Using Modified irRC-RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.	All participants randomized in Phase 3	OG000	Phase 3: Placebo + Pembrolizumab	1	0	<untitled>	28	110	57	56	251	346	346	-95	Complete response (iCR) | Partial response (iPR) | Stable disease (iSD) | Progressive disease (iPD)	Unevaluable (iUE) | Missing	sum of cells 251 != reported denominator 346 (difference -95)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[19] :: groups[OG000]
