row_key	input_key_nct_id	input_key_om_index	input_key_group_id	payload_shard	cache_revision	om_title	om_type	param_type	unit_of_measure	time_frame	population_description	group_title	n_classes_in_om	n_contributing_classes	contributing_class_indices	class_titles_contributing	reported_denominator_participants	denominator_provenance	denominator_units_available	n_source_categories	n_source_categories_integer	n_distinct_source_category_titles	n_categories_kept_by_producer	full_category_vector	categories_kept_by_producer_with_values	categories_dropped_by_producer_with_values	dropped_response_bearing_categories_with_values	dropped_non_evaluable_categories_with_values	dropped_unclassified_categories_with_values	all_categories_contributing_classes_sum	job1_evaluable_n_sum_of_four_producer_cells	job1_all_categories_in_contributing_classes_sum	evaluable_n_minus_reported_denominator	all_categories_sum_minus_reported_denominator	job1_column26_original_label	job1_column26_value_carried_unchanged	producer_label_collision_within_class	producer_label_collision_across_classes	producer_label_collision_value_conflicting	producer_colliding_labels	job1_classification_carried	category_vector_source	leaf_qa_coverage	denominator_state	category_preservation_state	proportion_suitability	unresolved_reason_codes	advisory_flag_codes	rate_derived	source_pointer
NCT01648764|OM5|OG009	NCT01648764	5	OG009	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Number of Participants With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline to measured disease progression up to 33 weeks	All participants who received at least 1 dose of study drug.	60 mg LY - Arm B Dose Escalation	1	1	0	<untitled>	7	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG009].value	Participants	5	5	5	4	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=2|[class 0] Progressive Disease=3|[class 0] Unknown=2	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=2|[class 0] Progressive Disease=3	[class 0] Unknown=2		[class 0] Unknown=2		7	5	7	-2	0	sum_minus_reported_denominator	-2	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT01648764] :: outcomeMeasures[5] :: groups[OG009]
NCT01648764|OM5|OG010	NCT01648764	5	OG010	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Number of Participants With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline to measured disease progression up to 33 weeks	All participants who received at least 1 dose of study drug.	70 mg LY - Arm B Dose Escalation	1	1	0	<untitled>	3	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG010].value	Participants	5	5	5	4	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=1|[class 0] Progressive Disease=2|[class 0] Unknown=0	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=1|[class 0] Progressive Disease=2	[class 0] Unknown=0		[class 0] Unknown=0		3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT01648764] :: outcomeMeasures[5] :: groups[OG010]
NCT01648764|OM5|OG011	NCT01648764	5	OG011	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Number of Participants With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline to measured disease progression up to 33 weeks	All participants who received at least 1 dose of study drug.	80 mg LY - Arm B Dose Escalation	1	1	0	<untitled>	9	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG011].value	Participants	5	5	5	4	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=0|[class 0] Progressive Disease=3|[class 0] Unknown=6	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=0|[class 0] Progressive Disease=3	[class 0] Unknown=6		[class 0] Unknown=6		9	3	9	-6	0	sum_minus_reported_denominator	-6	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT01648764] :: outcomeMeasures[5] :: groups[OG011]
NCT01648764|OM5|OG012	NCT01648764	5	OG012	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Number of Participants With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline to measured disease progression up to 33 weeks	All participants who received at least 1 dose of study drug.	90 mg LY - Arm B Dose Escalation	1	1	0	<untitled>	7	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG012].value	Participants	5	5	5	4	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=0|[class 0] Progressive Disease=4|[class 0] Unknown=3	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=0|[class 0] Progressive Disease=4	[class 0] Unknown=3		[class 0] Unknown=3		7	4	7	-3	0	sum_minus_reported_denominator	-3	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT01648764] :: outcomeMeasures[5] :: groups[OG012]
NCT01648764|OM5|OG013	NCT01648764	5	OG013	ctg_results_bor_1999_2009	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Number of Participants With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline to measured disease progression up to 33 weeks	All participants who received at least 1 dose of study drug.	90 mg LY - Arm A Dose Confirmation	1	1	0	<untitled>	12	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG013].value	Participants	5	5	5	4	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=0|[class 0] Progressive Disease=10|[class 0] Unknown=2	[class 0] Complete Response=0|[class 0] Partial Response=0|[class 0] Stable Disease=0|[class 0] Progressive Disease=10	[class 0] Unknown=2		[class 0] Unknown=2		12	10	12	-2	0	sum_minus_reported_denominator	-2	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_1999_2009.txt :: studies[nct=NCT01648764] :: outcomeMeasures[5] :: groups[OG013]
NCT01676818|OM2|OG000	NCT01676818	2	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 6 weeks from start of treatment until occurrence of progressive disease, assessed up to 4 years.	All patients who received at least 1 cycle of treatment are included. 2 patients were excluded due to not being evaluated.	Eribulin Mesylate	1	1	0	<untitled>	30	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete Response=1|[class 0] Partial Response=5|[class 0] Stable Disease=13|[class 0] Progressive Disease=11	[class 0] Complete Response=1|[class 0] Partial Response=5|[class 0] Stable Disease=13|[class 0] Progressive Disease=11					30	30	30	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01676818] :: outcomeMeasures[2] :: groups[OG000]
NCT01740297|OM3|OG000	NCT01740297	3	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 2: Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor response was assessed every 12 weeks until disease progression; median follow-up time at the primary analysis was 57.7 weeks and 68.1 weeks in each treatment group respectively.	All participants randomized in phase 2	Phase 2: Ipilimumab	1	1	0	<untitled>	100	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG000].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=7|[class 0] Partial Response (PR)=11|[class 0] Stable Disease (SD)=24|[class 0] Progressive Disease (PD)=33|[class 0] Unevaluable (UE)=17|[class 0] Not Done (ND)=8	[class 0] Complete Response (CR)=7|[class 0] Partial Response (PR)=11|[class 0] Stable Disease (SD)=24|[class 0] Progressive Disease (PD)=33	[class 0] Unevaluable (UE)=17|[class 0] Not Done (ND)=8		[class 0] Not Done (ND)=8	[class 0] Unevaluable (UE)=17	100	75	100	-25	0	sum_minus_reported_denominator	-25	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG000]
NCT01740297|OM3|OG001	NCT01740297	3	OG001	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase 2: Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor response was assessed every 12 weeks until disease progression; median follow-up time at the primary analysis was 57.7 weeks and 68.1 weeks in each treatment group respectively.	All participants randomized in phase 2	Phase 2: Talimogene Laherparepvec + Ipilimumab	1	1	0	<untitled>	98	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG001].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=13|[class 0] Partial Response (PR)=25|[class 0] Stable Disease (SD)=19|[class 0] Progressive Disease (PD)=31|[class 0] Unevaluable (UE)=4|[class 0] Not Done (ND)=6	[class 0] Complete Response (CR)=13|[class 0] Partial Response (PR)=25|[class 0] Stable Disease (SD)=19|[class 0] Progressive Disease (PD)=31	[class 0] Unevaluable (UE)=4|[class 0] Not Done (ND)=6		[class 0] Not Done (ND)=6	[class 0] Unevaluable (UE)=4	98	88	98	-10	0	sum_minus_reported_denominator	-10	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG001]
NCT01744249|OM1|OG000	NCT01744249	1	OG000	ctg_placebo_onc_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Objective Response Rate (ORR) (Investigator Assessment)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to approximately 25 months		Axitinib + Sandostatin LAR	1	1	0	<untitled>	126	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] Complete response=2|[class 0] Partial response=20|[class 0] Stable disease=87|[class 0] Progressive disease=9|[class 0] Not evaluable=8	[class 0] Complete response=2|[class 0] Partial response=20|[class 0] Stable disease=87|[class 0] Progressive disease=9	[class 0] Not evaluable=8		[class 0] Not evaluable=8		126	118	126	-8	0	sum_minus_reported_denominator	-8	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_placebo_onc_2010_2013.txt :: studies[nct=NCT01744249] :: outcomeMeasures[1] :: groups[OG000]
NCT01744249|OM1|OG001	NCT01744249	1	OG001	ctg_placebo_onc_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Objective Response Rate (ORR) (Investigator Assessment)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to approximately 25 months		Placebo + Sandostatin LAR	1	1	0	<untitled>	130	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] Complete response=1|[class 0] Partial response=5|[class 0] Stable disease=96|[class 0] Progressive disease=25|[class 0] Not evaluable=3	[class 0] Complete response=1|[class 0] Partial response=5|[class 0] Stable disease=96|[class 0] Progressive disease=25	[class 0] Not evaluable=3		[class 0] Not evaluable=3		130	127	130	-3	0	sum_minus_reported_denominator	-3	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_placebo_onc_2010_2013.txt :: studies[nct=NCT01744249] :: outcomeMeasures[1] :: groups[OG001]
NCT01744249|OM5|OG000	NCT01744249	5	OG000	ctg_placebo_onc_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Objective Response Rate (ORR) (Central Blinded Assessment)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to approximately 25 months	Nine patients in the axitinib arm and four in the placebo arm were not evaluable for response (lack of tumor assessments).	Axitinib + Sandostatin LAR	1	1	0	<untitled>	117	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] Complete response=2|[class 0] Partial response=13|[class 0] Stable disease=98|[class 0] Progressive disease=1|[class 0] Not evaluable=3	[class 0] Complete response=2|[class 0] Partial response=13|[class 0] Stable disease=98|[class 0] Progressive disease=1	[class 0] Not evaluable=3		[class 0] Not evaluable=3		117	114	117	-3	0	sum_minus_reported_denominator	-3	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_placebo_onc_2010_2013.txt :: studies[nct=NCT01744249] :: outcomeMeasures[5] :: groups[OG000]
NCT01744249|OM5|OG001	NCT01744249	5	OG001	ctg_placebo_onc_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Objective Response Rate (ORR) (Central Blinded Assessment)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to approximately 25 months	Nine patients in the axitinib arm and four in the placebo arm were not evaluable for response (lack of tumor assessments).	Placebo + Sandostatin LAR	1	1	0	<untitled>	126	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] Complete response=0|[class 0] Partial response=4|[class 0] Stable disease=109|[class 0] Progressive disease=12|[class 0] Not evaluable=1	[class 0] Complete response=0|[class 0] Partial response=4|[class 0] Stable disease=109|[class 0] Progressive disease=12	[class 0] Not evaluable=1		[class 0] Not evaluable=1		126	125	126	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_placebo_onc_2010_2013.txt :: studies[nct=NCT01744249] :: outcomeMeasures[5] :: groups[OG001]
NCT01746225|OM3|OG000	NCT01746225	3	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 18 months	Intention to treat population	A: Nab-Paclitaxel 150 mg/m2 Days 1,15	1	1	0	<untitled>	83	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=5|[class 0] Partial Response (PR)=34|[class 0] Stable Disease (SD)/Non-CR/Non-PD=39|[class 0] Progressive Disease (PD)=3|[class 0] Not Evaluable (NE)=2	[class 0] Complete Response (CR)=5|[class 0] Partial Response (PR)=34|[class 0] Stable Disease (SD)/Non-CR/Non-PD=39|[class 0] Progressive Disease (PD)=3	[class 0] Not Evaluable (NE)=2		[class 0] Not Evaluable (NE)=2		83	81	83	-2	0	sum_minus_reported_denominator	-2	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01746225] :: outcomeMeasures[3] :: groups[OG000]
NCT01746225|OM3|OG001	NCT01746225	3	OG001	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 18 months	Intention to treat population	B: Nab-Paclitaxel 100 mg/m2 Days 1,8,15	1	1	0	<untitled>	86	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=6|[class 0] Partial Response (PR)=41|[class 0] Stable Disease (SD)/Non-CR/Non-PD=33|[class 0] Progressive Disease (PD)=5|[class 0] Not Evaluable (NE)=1	[class 0] Complete Response (CR)=6|[class 0] Partial Response (PR)=41|[class 0] Stable Disease (SD)/Non-CR/Non-PD=33|[class 0] Progressive Disease (PD)=5	[class 0] Not Evaluable (NE)=1		[class 0] Not Evaluable (NE)=1		86	85	86	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01746225] :: outcomeMeasures[3] :: groups[OG001]
NCT01746225|OM3|OG002	NCT01746225	3	OG002	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 18 months	Intention to treat population	C: Nab-Paclitaxel 75 mg/m2 Days 1,8,15,22	1	1	0	<untitled>	86	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG002].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=4|[class 0] Partial Response (PR)=35|[class 0] Stable Disease (SD)/Non-CR/Non-PD=31|[class 0] Progressive Disease (PD)=11|[class 0] Not Evaluable (NE)=5	[class 0] Complete Response (CR)=4|[class 0] Partial Response (PR)=35|[class 0] Stable Disease (SD)/Non-CR/Non-PD=31|[class 0] Progressive Disease (PD)=11	[class 0] Not Evaluable (NE)=5		[class 0] Not Evaluable (NE)=5		86	81	86	-5	0	sum_minus_reported_denominator	-5	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01746225] :: outcomeMeasures[3] :: groups[OG002]
NCT01790503|OM6|OG000	NCT01790503	6	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Assessed from Baseline and every 8 weeks, up to 4 years 4 months	Best Overall Response was assessed in the mITT RP2D population.	Combined 800 mg, 5 Days/Week	8	8	0;1;2;3;4;5;6;7	Age group: 18-64 years|Age group: 65+ years|Complete resection|Partial resection|Baseline KPS: 70-89|Baseline KPS: 90-100|MGMT status: methylated|MGMT status: unmethylated	53	outcomeMeasures[6].denoms[units=Participants].counts[groupId=OG000].value	Participants	56	56	7	40	[class 0] Complete response (CR)=2|[class 0] Partial response (PR)=4|[class 0] CR+PR=6|[class 0] Stable disease=18|[class 0] Progressive disease=9|[class 0] Unable to access=0|[class 0] Unknown=0|[class 1] Complete response (CR)=0|[class 1] Partial response (PR)=1|[class 1] CR+PR=1|[class 1] Stable disease=6|[class 1] Progressive disease=3|[class 1] Unable to access=0|[class 1] Unknown=0|[class 2] Complete response (CR)=1|[class 2] Partial response (PR)=2|[class 2] CR+PR=3|[class 2] Stable disease=10|[class 2] Progressive disease=5|[class 2] Unable to access=0|[class 2] Unknown=0|[class 3] Complete response (CR)=1|[class 3] Partial response (PR)=3|[class 3] CR+PR=4|[class 3] Stable disease=13|[class 3] Progressive disease=6|[class 3] Unable to access=0|[class 3] Unknown=0|[class 4] Complete response (CR)=0|[class 4] Partial response (PR)=1|[class 4] CR+PR=1|[class 4] Stable disease=7|[class 4] Progressive disease=8|[class 4] Unable to access=0|[class 4] Unknown=0|[class 5] Complete response (CR)=2|[class 5] Partial response (PR)=4|[class 5] CR+PR=6|[class 5] Stable disease=17|[class 5] Progressive disease=4|[class 5] Unable to access=0|[class 5] Unknown=0|[class 6] Complete response (CR)=1|[class 6] Partial response (PR)=3|[class 6] CR+PR=4|[class 6] Stable disease=11|[class 6] Progressive disease=3|[class 6] Unable to access=0|[class 6] Unknown=0|[class 7] Complete response (CR)=1|[class 7] Partial response (PR)=2|[class 7] CR+PR=3|[class 7] Stable disease=12|[class 7] Progressive disease=9|[class 7] Unable to access=0|[class 7] Unknown=0	[class 0] Complete response (CR)=2|[class 0] Partial response (PR)=4|[class 0] CR+PR=6|[class 0] Stable disease=18|[class 0] Progressive disease=9|[class 1] Complete response (CR)=0|[class 1] Partial response (PR)=1|[class 1] CR+PR=1|[class 1] Stable disease=6|[class 1] Progressive disease=3|[class 2] Complete response (CR)=1|[class 2] Partial response (PR)=2|[class 2] CR+PR=3|[class 2] Stable disease=10|[class 2] Progressive disease=5|[class 3] Complete response (CR)=1|[class 3] Partial response (PR)=3|[class 3] CR+PR=4|[class 3] Stable disease=13|[class 3] Progressive disease=6|[class 4] Complete response (CR)=0|[class 4] Partial response (PR)=1|[class 4] CR+PR=1|[class 4] Stable disease=7|[class 4] Progressive disease=8|[class 5] Complete response (CR)=2|[class 5] Partial response (PR)=4|[class 5] CR+PR=6|[class 5] Stable disease=17|[class 5] Progressive disease=4|[class 6] Complete response (CR)=1|[class 6] Partial response (PR)=3|[class 6] CR+PR=4|[class 6] Stable disease=11|[class 6] Progressive disease=3|[class 7] Complete response (CR)=1|[class 7] Partial response (PR)=2|[class 7] CR+PR=3|[class 7] Stable disease=12|[class 7] Progressive disease=9	[class 0] Unable to access=0|[class 0] Unknown=0|[class 1] Unable to access=0|[class 1] Unknown=0|[class 2] Unable to access=0|[class 2] Unknown=0|[class 3] Unable to access=0|[class 3] Unknown=0|[class 4] Unable to access=0|[class 4] Unknown=0|[class 5] Unable to access=0|[class 5] Unknown=0|[class 6] Unable to access=0|[class 6] Unknown=0|[class 7] Unable to access=0|[class 7] Unknown=0		[class 0] Unknown=0|[class 1] Unknown=0|[class 2] Unknown=0|[class 3] Unknown=0|[class 4] Unknown=0|[class 5] Unknown=0|[class 6] Unknown=0|[class 7] Unknown=0	[class 0] Unable to access=0|[class 1] Unable to access=0|[class 2] Unable to access=0|[class 3] Unable to access=0|[class 4] Unable to access=0|[class 5] Unable to access=0|[class 6] Unable to access=0|[class 7] Unable to access=0	197	26	197	-27	144	sum_minus_reported_denominator	-27	0	4	4	CR|PD|PR|SD	unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group0.tsv	READ_FROM_SOURCE	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	MULTIPLE_CONTRIBUTING_CLASSES_NO_SOURCE_SUPPORTED_SELECTION_BASIS|CATEGORY_SUM_EXCEEDS_REPORTED_DENOMINATOR|PRODUCER_LABEL_COLLISION_ACROSS_CLASSES	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000]
NCT01796171|OM1|OG000	NCT01796171	1	OG000	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Part A, Phase IIa	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	5 years	Per-protocol analysis set: participants receiving Betalutin who had adequate tumour assessments at baseline, and after ≥12 weeks (unless disease progression occurred), and no major protocol deviations impacting on efficacy results. Only participants in Phase IIa with FL receiving 40/15 and 100/20 With FL were analyzed. This was the analysis set selected for efficacy analysis as this was the population selected for further analysis in the larger Part B study.	40/15 With FL	1	1	0	<untitled>	18	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete remission=7|[class 0] Partial remission=5|[class 0] Stable disease=3|[class 0] Progressive disease=3	[class 0] Complete remission=7|[class 0] Partial remission=5|[class 0] Stable disease=3|[class 0] Progressive disease=3					18	18	18	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01796171] :: outcomeMeasures[1] :: groups[OG000]
NCT01796171|OM1|OG001	NCT01796171	1	OG001	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Part A, Phase IIa	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	5 years	Per-protocol analysis set: participants receiving Betalutin who had adequate tumour assessments at baseline, and after ≥12 weeks (unless disease progression occurred), and no major protocol deviations impacting on efficacy results. Only participants in Phase IIa with FL receiving 40/15 and 100/20 With FL were analyzed. This was the analysis set selected for efficacy analysis as this was the population selected for further analysis in the larger Part B study.	100/20 With FL	1	1	0	<untitled>	9	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG001].value	Participants	4	4	4	4	[class 0] Complete remission=2|[class 0] Partial remission=6|[class 0] Stable disease=1|[class 0] Progressive disease=0	[class 0] Complete remission=2|[class 0] Partial remission=6|[class 0] Stable disease=1|[class 0] Progressive disease=0					9	9	9	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01796171] :: outcomeMeasures[1] :: groups[OG001]
